StudentNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,Round 1 Assignment,School Enrolled In As Of 11/03/2017,Student's Ethnicity,Does Student Live In CTIP1 Zone? (y/n),Student's Residential Zip Code
111,544,782,750,862,644,539,876,664,413,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,Hispanic,N,94116
112,796,876,488,722,478,718,539,420,589,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,722,Hispanic,N,94132
113,539,676,750,435,876,782,569,746,413,509,876,644,479,823,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,539,Asian or Pacific Islander,N,94123
114,562,562,478,786,801,478,823,638,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,Asian or Pacific Islander,N,94133
115,842,478,478,505,493,796,722,718,420,420,589,735,814,618,575,838,838,876,537,539,676,670,680,664,569,479,413,644,488,823,435,750,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,"White, Not of Hispanic Origin",N,94110
116,544,750,876,539,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,"White, Not of Hispanic Origin",N,94116
117,562,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,"Black, Not of Hispanic Origin",N,94115
118,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,782,Declines To State,N,94122
119,750,782,676,485,862,862,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,Asian or Pacific Islander,N,94112
120,796,420,505,718,589,575,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,796,"White, Not of Hispanic Origin",N,94114
121,796,478,479,478,718,722,842,589,537,618,575,420,644,735,823,876,680,435,746,488,676,509,814,760,760,876,838,746,485,820,569,786,505,670,664,539,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,478,"White, Not of Hispanic Origin",N,94110
122,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,"White, Not of Hispanic Origin",N,94116
123,544,488,750,539,862,848,569,664,876,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,Hispanic,N,94122
124,420,509,485,478,796,676,589,722,479,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,Hispanic,N,94116
125,420,420,718,478,722,796,876,676,589,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,Hispanic,N,94114
126,718,505,796,589,478,575,420,722,493,618,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,Declines To State,N,94114
127,513,513,488,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,513,Asian or Pacific Islander,N,94124
128,842,718,589,478,488,876,735,420,796,722,509,478,513,539,838,823,814,490,479,676,485,479,569,644,801,549,664,413,848,544,862,872,782,750,786,786,562,435,723,505,867,834,670,638,714,691,746,790,537,618,729,614,449,656,456,493,497,859,820,760,575,521,650,593,603,507,625,481,816,525,453,830,680,680,,,,,,,,,,,,,,,,,,,838,,Declines To State,N,94110
129,782,750,544,676,876,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,782,Asian or Pacific Islander,N,94116
130,750,435,664,544,485,862,820,413,670,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,820,Declines To State,N,94112
131,876,862,782,676,862,876,488,750,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,862,Declines To State,N,94132
132,493,796,505,680,575,680,838,488,618,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,680,"White, Not of Hispanic Origin",N,94110
133,735,569,509,479,718,589,420,814,478,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,Hispanic,N,94117
134,420,420,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,537,Hispanic,N,94116
135,876,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,876,Declines To State,N,94116
136,644,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,Declines To State,N,94122
137,722,676,485,782,862,478,876,862,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,722,Asian or Pacific Islander,N,94127
138,722,796,842,589,420,876,478,718,505,488,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,722,Asian or Pacific Islander,N,94124
139,479,569,823,589,718,735,478,676,544,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,"White, Not of Hispanic Origin",N,94129
140,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,507,Hispanic,N,94124
141,746,537,644,509,485,618,676,876,420,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,537,Asian or Pacific Islander,N,94030
142,735,718,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,Hispanic,Y,94117
143,876,876,513,676,513,485,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,867,Asian or Pacific Islander,N,94134
144,589,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,589,Declines To State,N,94102
145,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,449,Asian or Pacific Islander,N,94110
146,746,614,820,691,456,723,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,488,Declines To State,N,94112
147,750,544,539,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,"White, Not of Hispanic Origin",N,94122
148,796,735,478,478,786,435,569,718,722,842,539,746,420,676,589,505,670,479,488,537,618,485,509,814,413,644,544,664,714,823,750,876,801,862,848,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,786,"Black, Not of Hispanic Origin",N,94117
149,842,478,722,796,575,420,420,478,746,488,729,876,876,746,537,618,505,493,691,485,676,589,862,750,782,539,644,848,872,413,479,479,569,435,509,549,735,718,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,Declines To State,N,94127
150,479,735,589,823,796,718,814,435,478,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,650,"White, Not of Hispanic Origin",N,94115
151,569,589,796,478,722,718,842,664,644,876,814,479,539,420,549,782,750,862,676,735,413,544,823,488,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,Declines To State,N,94107
152,680,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,680,Hispanic,Y,94110
153,862,876,750,862,876,676,782,488,746,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,Asian or Pacific Islander,N,94122
154,750,539,664,413,644,544,569,676,589,478,488,722,479,862,876,796,782,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,539,Declines To State,N,94122
155,718,420,722,876,796,589,478,575,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,420,"White, Not of Hispanic Origin",N,94110
156,479,801,569,823,735,664,814,718,478,589,796,722,539,435,876,750,488,413,790,562,848,676,782,862,872,420,644,544,485,549,842,513,746,786,670,505,729,723,638,834,838,867,714,691,449,618,497,614,760,456,680,575,537,816,493,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,801,"White, Not of Hispanic Origin",N,94108
157,537,618,420,729,680,497,842,575,722,488,876,420,729,539,796,478,589,676,750,569,644,479,718,435,413,485,862,664,782,735,823,544,876,848,509,814,505,872,714,670,801,549,513,746,746,638,490,479,562,834,838,493,790,497,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,537,Hispanic,N,94112
158,750,644,676,544,539,664,478,796,722,876,782,413,488,589,485,670,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,"White, Not of Hispanic Origin",N,94122
159,876,750,876,862,539,544,644,676,485,782,509,488,670,589,796,569,478,479,823,718,842,420,478,735,513,575,664,722,746,505,549,746,801,814,435,729,816,493,848,562,479,786,838,413,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,Asian or Pacific Islander,N,94116
160,750,644,782,676,539,862,569,488,876,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,782,Asian or Pacific Islander,N,94122
161,490,490,638,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,490,Asian or Pacific Islander,N,94108
162,575,842,876,746,796,537,488,670,589,493,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,704,"White, Not of Hispanic Origin",N,94112
163,670,842,722,539,575,876,718,814,478,488,796,478,676,493,537,479,589,435,420,618,644,735,569,413,862,664,750,782,505,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,"White, Not of Hispanic Origin",N,94122
164,670,842,722,539,575,876,718,814,478,488,796,478,676,493,537,479,589,435,420,618,644,735,569,413,862,664,750,782,505,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,"White, Not of Hispanic Origin",N,94122
165,796,718,589,479,735,420,569,722,505,478,823,842,814,488,539,876,644,435,575,664,676,782,750,862,544,549,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,"White, Not of Hispanic Origin",N,94114
166,478,823,801,479,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,,"White, Not of Hispanic Origin",N,94109
167,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,"White, Not of Hispanic Origin",N,94131
168,413,569,848,435,497,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,413,"White, Not of Hispanic Origin",N,94121
169,420,497,722,842,420,838,796,589,478,478,537,435,718,735,876,876,413,539,479,569,479,782,862,814,823,575,676,618,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,"White, Not of Hispanic Origin",Y,94107
170,676,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,676,Asian or Pacific Islander,Y,94102
171,575,420,722,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,Hispanic,N,94131
172,478,589,479,718,722,569,796,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,"White, Not of Hispanic Origin",N,94117
173,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,638,Asian or Pacific Islander,Y,94124
174,544,539,750,862,478,676,876,488,644,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,Hispanic,N,94116
175,842,488,575,537,493,722,718,420,420,796,656,478,478,876,872,589,664,676,479,569,782,750,862,485,413,644,544,549,735,823,848,746,618,505,729,729,670,513,539,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,656,"White, Not of Hispanic Origin",N,94110
176,488,750,539,876,722,644,589,569,796,478,485,735,664,718,746,549,435,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,Hispanic,N,94116
177,722,842,539,488,750,876,796,589,569,478,420,575,676,435,862,413,823,485,420,479,478,509,618,729,544,782,718,746,876,537,746,513,680,664,479,505,735,786,670,814,838,848,497,691,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,"White, Not of Hispanic Origin",N,94127
178,842,722,796,589,478,676,420,876,539,569,479,823,750,644,420,488,718,478,497,735,782,537,544,664,575,513,746,435,746,505,670,618,714,862,876,801,485,729,729,848,509,814,493,413,872,838,786,680,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,"White, Not of Hispanic Origin",N,94127
179,735,509,718,589,796,478,549,848,569,786,479,479,420,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,809,Declines To State,N,94115
180,420,537,618,575,670,722,488,842,876,676,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,575,Hispanic,N,94127
181,796,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White, Not of Hispanic Origin",N,94107
182,834,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,809,Asian or Pacific Islander,N,94109
183,562,562,479,801,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,"White, Not of Hispanic Origin",N,94133
184,413,479,664,435,569,676,814,823,848,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,413,"White, Not of Hispanic Origin",N,94121
185,435,485,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,435,Declines To State,N,94121
186,729,537,714,760,420,539,488,876,670,820,618,750,796,478,676,589,862,544,782,842,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,729,"White, Not of Hispanic Origin",N,94116
187,479,479,569,589,478,478,420,786,735,718,420,796,413,549,848,823,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,549,Hispanic,N,94115
188,823,479,569,589,478,796,676,420,750,478,479,876,842,537,876,718,801,735,786,618,420,485,722,435,488,746,509,862,413,664,729,729,539,872,644,497,513,575,746,714,838,782,814,505,848,544,680,790,638,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,823,"White, Not of Hispanic Origin",N,94109
189,478,569,544,449,478,544,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,478,Asian or Pacific Islander,N,94105
190,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,449,Asian or Pacific Islander,N,94134
191,413,664,479,569,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,860,"White, Not of Hispanic Origin",N,94121
192,670,862,488,478,750,876,644,413,435,848,485,537,544,589,479,539,420,562,575,664,676,549,505,722,638,760,796,782,823,872,490,718,814,816,656,834,801,509,481,680,735,456,603,525,593,723,746,618,493,449,625,507,521,453,614,691,714,729,650,786,569,513,842,838,820,830,,,,,,,,,,,,,,,,,,,,,,,,,,,638,670,"White, Not of Hispanic Origin",N,94112
193,413,569,435,848,848,664,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,848,Asian or Pacific Islander,N,94118
194,782,750,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,782,Declines To State,N,94116
195,479,569,664,589,413,823,718,435,735,420,478,848,872,509,485,814,722,782,676,862,750,876,644,549,544,562,746,796,488,801,539,490,838,842,513,670,691,505,729,723,638,834,867,714,790,449,537,614,618,859,456,680,656,493,820,497,521,575,593,650,760,625,603,481,525,507,816,786,453,830,,,,,,,,,,,,,,,,,,,,,,,490,823,Hispanic,N,94115
196,735,569,814,718,505,589,478,420,714,485,750,862,676,848,664,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,834,"White, Not of Hispanic Origin",N,94117
197,509,485,676,750,589,644,544,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,509,Asian or Pacific Islander,N,94134
198,644,478,589,509,485,435,735,796,676,569,420,549,750,544,876,782,664,413,786,848,862,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,"White, Not of Hispanic Origin",N,94122
199,876,750,485,676,509,782,544,644,589,876,862,796,664,435,413,478,478,539,488,746,746,569,722,479,479,549,848,735,842,718,420,420,872,801,814,562,562,490,786,786,513,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,485,Declines To State,N,94116
200,729,537,714,760,420,539,488,876,670,820,618,750,796,478,676,589,862,544,782,842,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,729,"White, Not of Hispanic Origin",N,94116
201,750,544,664,478,413,569,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,Asian or Pacific Islander,N,94116
202,644,735,876,750,589,796,420,435,478,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,"White, Not of Hispanic Origin",N,94114
203,842,575,488,420,537,497,722,729,618,876,478,796,493,680,589,676,750,569,644,479,718,435,413,539,485,862,664,420,782,735,823,544,478,876,848,509,814,505,872,670,801,549,593,714,746,746,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,537,"White, Not of Hispanic Origin",N,94112
204,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,Hispanic,N,94112
205,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,"White, Not of Hispanic Origin",Y,94110
206,513,838,497,456,723,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,453,Declines To State,Y,94107
207,872,823,872,801,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,872,Asian or Pacific Islander,N,94133
208,549,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,549,"White, Not of Hispanic Origin",N,94118
209,575,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,704,"White, Not of Hispanic Origin",N,94112
210,479,569,479,413,589,823,435,848,814,718,644,478,735,478,420,420,676,796,750,872,862,488,544,801,664,782,549,842,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,"White, Not of Hispanic Origin",N,94115
211,664,569,478,479,435,413,539,589,722,485,786,876,488,862,750,782,718,796,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,Asian or Pacific Islander,N,94121
212,862,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,862,Asian or Pacific Islander,N,94122
213,497,497,814,842,876,478,569,589,735,872,435,718,420,479,722,549,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,420,Declines To State,N,94107
214,838,420,420,497,497,478,796,505,718,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,838,Declines To State,Y,94107
215,479,413,569,435,664,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,479,"White, Not of Hispanic Origin",N,94121
216,876,539,478,589,796,842,735,505,750,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,"White, Not of Hispanic Origin",N,94116
